Tick,Healthy,Sick,Recovered
1569,10,282,1208
1570,10,280,1210
1571,10,278,1212
1572,10,275,1215
1573,10,271,1219
1574,10,271,1219
1575,10,268,1222
1576,10,266,1224
1577,10,266,1224
1578,10,264,1226
1579,10,263,1227
1580,10,262,1228
1581,10,262,1228
1582,10,262,1228
1583,10,261,1229
1584,10,259,1231
1585,10,258,1232
1586,10,257,1233
1587,10,257,1233
1588,10,254,1236
1589,10,253,1237
1590,10,249,1241
1591,10,248,1242
1592,10,248,1242
1593,10,246,1244
1594,10,246,1244
1595,10,245,1245
1596,10,244,1246
1597,10,244,1246
1598,10,244,1246
1599,10,243,1247
1600,10,240,1250
1601,10,240,1250
1602,10,239,1251
1603,10,238,1252
1604,10,236,1254
1605,10,236,1254
1606,10,234,1256
1607,10,234,1256
1608,10,229,1261
1609,10,228,1262
1610,10,226,1264
1611,10,224,1266
1612,10,224,1266
1613,10,223,1267
1614,10,221,1269
1615,10,221,1269
1616,10,217,1273
1617,10,215,1275
1618,10,214,1276
1619,10,213,1277
1620,9,211,1280
1621,9,210,1281
1622,9,210,1281
1623,9,210,1281
1624,9,209,1282
1625,9,207,1284
1626,9,206,1285
1627,9,205,1286
1628,9,204,1287
1629,9,202,1289
1630,9,200,1291
1631,9,200,1291
1632,9,200,1291
1633,8,200,1292
1634,8,200,1292
1635,8,199,1293
1636,8,198,1294
1637,8,197,1295
1638,8,195,1297
1639,8,194,1298
1640,8,193,1299
1641,8,193,1299
1642,8,193,1299
1643,8,192,1300
1644,8,192,1300
1645,8,190,1302
1646,8,188,1304
1647,8,188,1304
1648,8,187,1305
1649,8,187,1305
1650,8,185,1307
1651,8,184,1308
1652,8,183,1309
1653,7,183,1310
1654,7,182,1311
1655,7,181,1312
1656,7,180,1313
1657,7,179,1314
1658,7,178,1315
1659,7,177,1316
1660,7,177,1316
1661,7,177,1316
1662,7,176,1317
1663,7,172,1321
1664,7,169,1324
1665,7,168,1325
1666,7,167,1326
1667,7,167,1326
1668,7,167,1326
1669,7,166,1327
1670,7,165,1328
1671,7,165,1328
1672,7,163,1330
1673,7,163,1330
1674,7,162,1331
1675,7,161,1332
1676,6,162,1332
1677,6,161,1333
1678,6,159,1335
1679,6,157,1337
1680,6,156,1338
1681,6,156,1338
1682,6,156,1338
1683,6,156,1338
1684,6,152,1342
1685,5,152,1343
1686,5,150,1345
1687,5,149,1346
1688,5,149,1346
1689,5,149,1346
1690,5,149,1346
1691,5,148,1347
1692,5,148,1347
1693,5,148,1347
1694,5,148,1347
1695,5,148,1347
1696,5,146,1349
1697,5,144,1351
1698,5,142,1353
1699,5,141,1354
1700,5,141,1354
1701,5,140,1355
1702,5,138,1357
1703,5,137,1358
1704,5,137,1358
1705,5,136,1359
1706,5,135,1360
1707,5,133,1362
1708,5,133,1362
1709,5,133,1362
1710,5,133,1362
1711,5,132,1363
1712,5,132,1363
1713,5,130,1365
1714,5,130,1365
1715,5,127,1368
1716,5,125,1370
1717,5,122,1373
1718,5,122,1373
1719,5,122,1373
1720,5,120,1375
1721,5,118,1377
1722,5,118,1377
1723,5,115,1380
1724,5,112,1383
1725,5,109,1386
1726,5,106,1389
1727,5,106,1389
1728,5,106,1389
1729,5,106,1389
1730,5,103,1392
1731,5,102,1393
1732,5,99,1396
1733,5,99,1396
1734,5,99,1396
1735,5,98,1397
1736,5,97,1398
1737,5,95,1400
1738,5,95,1400
1739,5,95,1400
1740,5,95,1400
1741,5,94,1401
1742,5,94,1401
1743,5,94,1401
1744,5,93,1402
1745,5,91,1404
1746,5,90,1405
1747,5,88,1407
1748,5,86,1409
1749,5,84,1411
1750,5,83,1412
1751,5,83,1412
1752,5,81,1414
1753,5,81,1414
1754,5,81,1414
1755,5,80,1415
1756,5,80,1415
1757,5,80,1415
1758,5,79,1416
1759,5,78,1417
1760,5,76,1419
1761,5,76,1419
1762,5,75,1420
1763,5,75,1420
1764,5,74,1421
1765,5,74,1421
1766,5,74,1421
1767,5,72,1423
1768,5,71,1424
1769,5,71,1424
1770,5,71,1424
1771,5,71,1424
1772,5,71,1424
1773,5,71,1424
1774,5,71,1424
1775,5,69,1426
1776,5,68,1427
1777,5,67,1428
1778,5,67,1428
1779,5,67,1428
1780,5,66,1429
1781,5,66,1429
1782,5,66,1429
1783,5,66,1429
1784,5,66,1429
1785,5,66,1429
1786,5,66,1429
1787,5,65,1430
1788,5,65,1430
1789,5,65,1430
1790,5,65,1430
1791,5,65,1430
1792,5,65,1430
1793,5,64,1431
1794,5,63,1432
1795,5,62,1433
1796,5,62,1433
1797,5,62,1433
1798,5,61,1434
1799,5,60,1435
1800,5,60,1435
1801,5,60,1435
1802,5,59,1436
1803,5,59,1436
1804,5,59,1436
1805,5,58,1437
1806,5,57,1438
1807,5,57,1438
1808,5,56,1439
1809,5,56,1439
1810,5,56,1439
1811,5,56,1439
1812,5,55,1440
1813,5,55,1440
1814,5,55,1440
1815,5,54,1441
1816,5,53,1442
1817,5,53,1442
1818,5,53,1442
1819,5,53,1442
1820,5,52,1443
1821,5,51,1444
1822,5,51,1444
1823,5,51,1444
1824,5,51,1444
1825,5,51,1444
1826,5,51,1444
1827,5,50,1445
1828,5,50,1445
1829,5,50,1445
1830,5,50,1445
1831,5,49,1446
1832,5,49,1446
1833,5,49,1446
1834,5,49,1446
1835,5,49,1446
1836,5,49,1446
1837,5,49,1446
1838,5,49,1446
1839,5,49,1446
1840,5,49,1446
1841,5,49,1446
1842,5,48,1447
1843,5,46,1449
1844,5,46,1449
1845,5,46,1449
1846,5,45,1450
1847,5,45,1450
1848,5,45,1450
1849,5,45,1450
1850,5,45,1450
1851,5,43,1452
1852,5,43,1452
1853,5,43,1452
1854,5,42,1453
1855,5,41,1454
1856,5,41,1454
1857,5,41,1454
1858,5,41,1454
1859,5,40,1455
1860,5,40,1455
1861,5,40,1455
1862,5,39,1456
1863,5,39,1456
1864,5,39,1456
1865,5,38,1457
1866,5,38,1457
1867,5,38,1457
1868,5,37,1458
1869,5,37,1458
1870,5,36,1459
1871,5,36,1459
1872,5,36,1459
1873,5,35,1460
1874,5,34,1461
1875,5,34,1461
1876,5,34,1461
1877,5,34,1461
1878,5,33,1462
1879,5,33,1462
1880,5,33,1462
1881,5,33,1462
1882,5,33,1462
1883,5,31,1464
1884,5,31,1464
1885,5,31,1464
1886,5,31,1464
1887,5,30,1465
1888,5,30,1465
1889,5,30,1465
1890,5,30,1465
1891,5,30,1465
1892,5,30,1465
1893,5,28,1467
1894,5,27,1468
1895,5,26,1469
1896,5,26,1469
1897,5,26,1469
1898,5,26,1469
1899,5,26,1469
1900,5,26,1469
1901,5,26,1469
1902,5,26,1469
1903,5,26,1469
1904,5,26,1469
1905,5,26,1469
1906,5,24,1471
1907,5,24,1471
1908,5,23,1472
1909,5,23,1472
1910,5,23,1472
1911,5,23,1472
1912,5,23,1472
1913,5,23,1472
1914,5,23,1472
1915,5,22,1473
1916,5,21,1474
1917,5,20,1475
1918,5,20,1475
1919,5,20,1475
1920,5,18,1477
1921,5,17,1478
1922,5,17,1478
1923,5,17,1478
1924,5,17,1478
1925,5,17,1478
1926,5,17,1478
1927,5,17,1478
1928,5,17,1478
1929,5,17,1478
1930,5,16,1479
1931,5,16,1479
1932,5,15,1480
1933,5,15,1480
1934,5,15,1480
1935,5,15,1480
1936,5,15,1480
1937,5,15,1480
1938,5,14,1481
1939,5,14,1481
1940,5,13,1482
1941,5,13,1482
1942,5,12,1483
1943,5,12,1483
1944,5,11,1484
1945,5,11,1484
1946,5,11,1484
1947,5,11,1484
1948,5,10,1485
1949,5,10,1485
1950,5,10,1485
1951,5,9,1486
1952,5,9,1486
1953,5,9,1486
1954,5,8,1487
1955,5,8,1487
1956,5,8,1487
1957,5,8,1487
1958,5,8,1487
1959,5,8,1487
1960,5,8,1487
1961,5,8,1487
1962,5,8,1487
1963,5,8,1487
1964,5,8,1487
1965,5,8,1487
1966,5,8,1487
1967,5,8,1487
1968,5,8,1487
1969,5,8,1487
1970,5,7,1488
1971,5,7,1488
1972,5,7,1488
1973,5,7,1488
1974,5,7,1488
1975,5,7,1488
1976,5,7,1488
1977,5,7,1488
1978,5,7,1488
1979,5,7,1488
1980,5,7,1488
1981,5,7,1488
1982,5,7,1488
1983,5,7,1488
1984,5,7,1488
1985,5,7,1488
1986,5,7,1488
1987,5,7,1488
1988,5,6,1489
1989,5,5,1490
1990,5,5,1490
1991,5,5,1490
1992,5,5,1490
1993,5,5,1490
1994,5,5,1490
1995,5,5,1490
1996,5,5,1490
1997,5,5,1490
1998,5,5,1490
1999,5,5,1490
2000,5,5,1490
2001,5,5,1490
2002,5,5,1490
2003,5,5,1490
2004,5,5,1490
2005,5,5,1490
2006,5,5,1490
2007,5,5,1490
2008,5,5,1490
2009,5,5,1490
2010,5,5,1490
2011,5,5,1490
2012,5,5,1490
2013,5,5,1490
2014,5,5,1490
2015,5,5,1490
2016,5,5,1490
2017,5,5,1490
2018,5,5,1490
2019,5,5,1490
2020,5,5,1490
2021,5,5,1490
2022,5,5,1490
2023,5,5,1490
2024,5,5,1490
2025,5,5,1490
2026,5,5,1490
2027,5,5,1490
2028,5,5,1490
2029,5,5,1490
2030,5,5,1490
2031,5,5,1490
2032,5,5,1490
2033,5,5,1490
2034,5,5,1490
2035,5,5,1490
2036,5,5,1490
2037,5,5,1490
2038,5,5,1490
2039,5,5,1490
2040,5,5,1490
2041,5,5,1490
2042,5,5,1490
2043,5,5,1490
2044,5,5,1490
2045,5,5,1490
2046,5,5,1490
2047,5,5,1490
2048,5,5,1490
2049,5,5,1490
2050,5,5,1490
2051,5,5,1490
2052,5,5,1490
2053,5,5,1490
2054,5,5,1490
2055,5,5,1490
2056,5,5,1490
2057,5,5,1490
2058,5,5,1490
2059,5,5,1490
2060,5,5,1490
2061,5,5,1490
2062,5,5,1490
2063,5,5,1490
2064,5,5,1490
2065,5,5,1490
2066,5,5,1490
2067,5,5,1490
2068,5,5,1490
2069,5,5,1490
2070,5,5,1490
2071,5,5,1490
2072,5,5,1490
2073,5,5,1490
2074,5,5,1490
2075,5,5,1490
2076,5,5,1490
2077,5,5,1490
2078,5,5,1490
2079,5,5,1490
2080,5,5,1490
2081,5,5,1490
2082,5,5,1490
2083,5,5,1490
2084,5,5,1490
2085,5,5,1490
2086,5,5,1490
2087,5,5,1490
2088,5,5,1490
2089,5,5,1490
2090,5,5,1490
2091,5,5,1490
2092,5,5,1490
2093,5,5,1490
2094,5,5,1490
2095,5,5,1490
2096,5,5,1490
2097,5,5,1490
2098,5,5,1490
2099,5,5,1490
2100,5,5,1490
2101,5,5,1490
2102,5,5,1490
2103,5,5,1490
2104,5,5,1490
2105,5,5,1490
2106,5,5,1490
2107,5,5,1490
2108,5,5,1490
2109,5,5,1490
2110,5,5,1490
2111,5,5,1490
2112,5,5,1490
2113,5,5,1490
2114,5,5,1490
2115,5,5,1490
2116,5,5,1490
2117,5,5,1490
2118,5,5,1490
2119,5,5,1490
2120,5,4,1491
2121,5,4,1491
2122,5,4,1491
2123,5,4,1491
2124,5,4,1491
2125,5,4,1491
2126,5,4,1491
2127,5,4,1491
2128,5,4,1491
2129,5,4,1491
2130,5,4,1491
2131,5,4,1491
2132,5,4,1491
2133,5,3,1492
2134,5,3,1492
2135,5,3,1492
2136,5,3,1492
2137,5,3,1492
2138,5,3,1492
2139,5,3,1492
2140,5,3,1492
2141,5,3,1492
2142,5,3,1492
2143,5,3,1492
2144,5,3,1492
2145,5,3,1492
2146,5,3,1492
2147,5,3,1492
2148,5,3,1492
2149,5,3,1492
2150,5,3,1492
2151,5,3,1492
2152,5,2,1493
2153,5,2,1493
2154,5,2,1493
2155,5,2,1493
2156,5,2,1493
2157,5,2,1493
2158,5,2,1493
2159,5,2,1493
2160,5,2,1493
2161,5,2,1493
2162,5,2,1493
2163,5,2,1493
2164,5,2,1493
2165,5,2,1493
2166,5,2,1493
2167,5,2,1493
2168,5,2,1493
2169,5,2,1493
2170,5,2,1493
2171,5,2,1493
2172,5,2,1493
2173,5,2,1493
2174,5,2,1493
2175,5,2,1493
2176,5,1,1494
2177,5,1,1494
2178,5,1,1494
2179,5,1,1494
2180,5,1,1494
2181,5,1,1494
2182,5,1,1494
2183,5,1,1494
2184,5,1,1494
2185,5,0,1495
2186,5,0,1495
2187,5,0,1495
2188,5,0,1495
2189,5,0,1495
2190,5,0,1495
2191,5,0,1495
2192,5,0,1495
2193,5,0,1495
2194,5,0,1495
2195,5,0,1495
2196,5,0,1495
2197,5,0,1495
2198,5,0,1495
2199,5,0,1495
2200,5,0,1495
2201,5,0,1495
2202,5,0,1495
2203,5,0,1495
2204,5,0,1495
2205,5,0,1495
2206,5,0,1495
2207,5,0,1495
2208,5,0,1495
2209,5,0,1495
2210,5,0,1495
2211,5,0,1495
2212,5,0,1495
2213,5,0,1495
2214,5,0,1495
2215,5,0,1495
2216,5,0,1495
2217,5,0,1495
2218,5,0,1495
2219,5,0,1495
2220,5,0,1495
2221,5,0,1495
2222,5,0,1495
2223,5,0,1495
2224,5,0,1495
2225,5,0,1495
2226,5,0,1495
2227,5,0,1495
2228,5,0,1495
2229,5,0,1495
2230,5,0,1495
2231,5,0,1495
2232,5,0,1495
2233,5,0,1495
2234,5,0,1495
2235,5,0,1495
2236,5,0,1495
