Tick,Healthy,Sick,Recovered
327,1456,44,0
328,1456,44,0
329,1456,44,0
330,1456,44,0
331,1456,44,0
332,1456,44,0
333,1455,45,0
334,1455,45,0
335,1455,45,0
336,1455,45,0
337,1454,46,0
338,1454,46,0
339,1453,47,0
340,1453,47,0
341,1452,48,0
342,1452,48,0
343,1452,48,0
344,1452,48,0
345,1452,48,0
346,1452,48,0
347,1452,48,0
348,1452,48,0
349,1452,48,0
350,1451,49,0
351,1451,49,0
352,1451,49,0
353,1451,49,0
354,1451,49,0
355,1451,49,0
356,1451,49,0
357,1450,50,0
358,1448,52,0
359,1448,52,0
360,1448,52,0
361,1446,54,0
362,1446,54,0
363,1446,54,0
364,1446,54,0
365,1446,54,0
366,1445,55,0
367,1445,55,0
368,1445,55,0
369,1445,55,0
370,1445,55,0
371,1445,55,0
372,1444,56,0
373,1444,56,0
374,1444,56,0
375,1444,56,0
376,1444,56,0
377,1444,56,0
378,1444,56,0
379,1444,56,0
380,1444,56,0
381,1444,56,0
382,1442,58,0
383,1442,58,0
384,1442,58,0
385,1442,58,0
386,1442,58,0
387,1442,58,0
388,1442,58,0
389,1442,58,0
390,1442,58,0
391,1442,58,0
392,1442,58,0
393,1442,58,0
394,1442,58,0
395,1442,58,0
396,1442,58,0
397,1441,59,0
398,1441,59,0
399,1441,59,0
400,1440,60,0
401,1440,60,0
402,1439,61,0
403,1439,61,0
404,1439,61,0
405,1439,61,0
406,1438,62,0
407,1438,62,0
408,1437,63,0
409,1437,63,0
410,1436,64,0
411,1436,64,0
412,1434,66,0
413,1433,67,0
414,1433,67,0
415,1433,67,0
416,1433,67,0
417,1432,68,0
418,1432,68,0
419,1432,68,0
420,1431,69,0
421,1431,69,0
422,1431,69,0
423,1431,69,0
424,1431,69,0
425,1430,70,0
426,1429,71,0
427,1429,71,0
428,1429,71,0
429,1429,71,0
430,1429,71,0
431,1428,72,0
432,1428,72,0
433,1428,72,0
434,1427,73,0
435,1427,73,0
436,1427,73,0
437,1425,75,0
438,1425,75,0
439,1425,75,0
440,1424,76,0
441,1424,76,0
442,1423,77,0
443,1422,78,0
444,1422,78,0
445,1422,78,0
446,1421,79,0
447,1421,79,0
448,1419,81,0
449,1419,81,0
450,1418,82,0
451,1418,82,0
452,1418,82,0
453,1418,82,0
454,1417,83,0
455,1417,83,0
456,1417,83,0
457,1417,83,0
458,1417,83,0
459,1417,83,0
460,1416,84,0
461,1415,85,0
462,1415,85,0
463,1415,85,0
464,1415,85,0
465,1414,86,0
466,1414,86,0
467,1414,86,0
468,1414,86,0
469,1414,86,0
470,1414,86,0
471,1414,86,0
472,1414,86,0
473,1414,86,0
474,1413,87,0
475,1413,87,0
476,1413,87,0
477,1413,87,0
478,1413,87,0
479,1413,87,0
480,1413,87,0
481,1408,92,0
482,1408,92,0
483,1408,92,0
484,1408,92,0
485,1407,93,0
486,1407,93,0
487,1407,93,0
488,1407,93,0
489,1407,93,0
490,1405,95,0
491,1405,95,0
492,1405,95,0
493,1405,95,0
494,1405,95,0
495,1405,95,0
496,1405,95,0
497,1404,96,0
498,1404,96,0
499,1404,96,0
500,1404,95,1
501,1403,96,1
502,1403,96,1
503,1403,96,1
504,1402,97,1
505,1401,98,1
506,1401,98,1
507,1400,99,1
508,1400,99,1
509,1400,99,1
510,1400,99,1
511,1400,99,1
512,1399,99,2
513,1399,99,2
514,1398,100,2
515,1398,100,2
516,1398,100,2
517,1398,100,2
518,1396,102,2
519,1395,102,3
520,1395,102,3
521,1393,104,3
522,1393,104,3
523,1393,104,3
524,1393,104,3
525,1393,104,3
526,1392,103,5
527,1391,104,5
528,1390,105,5
529,1389,106,5
530,1389,106,5
531,1389,106,5
532,1389,106,5
533,1389,106,5
534,1389,106,5
535,1389,106,5
536,1388,107,5
537,1388,107,5
538,1388,107,5
539,1388,107,5
540,1386,109,5
541,1386,109,5
542,1386,109,5
543,1386,109,5
544,1386,109,5
545,1386,109,5
546,1386,109,5
547,1386,109,5
548,1385,110,5
549,1385,110,5
550,1384,111,5
551,1384,111,5
552,1383,112,5
553,1383,112,5
554,1382,113,5
555,1382,113,5
556,1381,114,5
557,1381,114,5
558,1380,114,6
559,1380,114,6
560,1380,114,6
561,1380,114,6
562,1380,114,6
563,1380,114,6
564,1380,114,6
565,1380,114,6
566,1380,114,6
567,1379,115,6
568,1379,115,6
569,1379,114,7
570,1379,114,7
571,1379,114,7
572,1379,114,7
573,1379,114,7
574,1379,114,7
575,1379,114,7
576,1378,114,8
577,1377,115,8
578,1377,115,8
579,1376,116,8
580,1376,116,8
581,1376,116,8
582,1376,116,8
583,1376,116,8
584,1376,116,8
585,1375,117,8
586,1375,117,8
587,1375,117,8
588,1374,118,8
589,1372,120,8
590,1372,120,8
591,1372,119,9
592,1372,119,9
593,1372,119,9
594,1372,119,9
595,1370,121,9
596,1370,121,9
597,1370,121,9
598,1369,122,9
599,1369,122,9
600,1369,122,9
601,1369,122,9
602,1368,123,9
603,1368,123,9
604,1368,123,9
605,1367,124,9
606,1366,125,9
607,1365,125,10
608,1365,125,10
609,1365,125,10
610,1365,125,10
611,1365,125,10
612,1364,126,10
613,1364,126,10
614,1364,126,10
615,1364,125,11
616,1364,125,11
617,1364,125,11
618,1363,126,11
619,1363,126,11
620,1363,126,11
621,1363,126,11
622,1362,127,11
623,1362,127,11
624,1362,127,11
625,1361,128,11
626,1361,128,11
627,1361,128,11
628,1361,128,11
629,1361,127,12
630,1361,127,12
631,1361,127,12
632,1361,127,12
633,1360,128,12
634,1360,128,12
635,1359,129,12
636,1359,129,12
637,1359,129,12
638,1359,129,12
639,1359,129,12
640,1358,130,12
641,1358,129,13
642,1358,129,13
643,1358,129,13
644,1358,128,14
645,1358,128,14
646,1358,127,15
647,1358,127,15
648,1358,127,15
649,1358,127,15
650,1358,127,15
651,1358,127,15
652,1358,127,15
653,1358,127,15
654,1357,128,15
655,1357,127,16
656,1357,127,16
657,1357,127,16
658,1356,127,17
659,1356,127,17
660,1356,127,17
661,1356,126,18
662,1356,126,18
663,1356,126,18
664,1355,127,18
665,1355,127,18
666,1355,127,18
667,1355,127,18
668,1355,127,18
669,1355,127,18
670,1355,127,18
671,1355,127,18
672,1355,127,18
673,1355,127,18
674,1354,127,19
675,1354,127,19
676,1354,127,19
677,1354,127,19
678,1354,127,19
679,1354,127,19
680,1354,127,19
681,1354,127,19
682,1354,127,19
683,1354,127,19
684,1354,127,19
685,1354,127,19
686,1354,127,19
687,1354,127,19
688,1354,127,19
689,1353,128,19
690,1353,128,19
691,1353,127,20
692,1352,128,20
693,1352,128,20
694,1352,128,20
695,1351,129,20
696,1351,129,20
697,1351,129,20
698,1350,128,22
699,1350,128,22
700,1350,128,22
701,1350,128,22
702,1350,128,22
703,1350,128,22
704,1349,129,22
705,1348,130,22
706,1348,130,22
707,1347,131,22
708,1347,131,22
709,1347,131,22
710,1346,132,22
711,1346,132,22
712,1346,132,22
713,1346,132,22
714,1346,132,22
715,1346,132,22
716,1346,132,22
717,1345,133,22
718,1345,133,22
719,1345,133,22
720,1345,133,22
721,1344,134,22
722,1344,134,22
723,1344,133,23
724,1344,133,23
725,1343,134,23
726,1343,134,23
727,1342,135,23
728,1342,135,23
729,1342,135,23
730,1342,134,24
731,1342,134,24
732,1340,136,24
733,1340,135,25
734,1340,135,25
735,1339,136,25
736,1339,136,25
737,1339,135,26
738,1339,135,26
739,1338,136,26
740,1338,136,26
741,1338,135,27
742,1337,135,28
743,1337,135,28
744,1337,135,28
745,1337,135,28
746,1337,135,28
747,1337,135,28
748,1337,135,28
749,1337,135,28
750,1337,135,28
751,1336,136,28
752,1336,136,28
753,1335,137,28
754,1335,137,28
755,1335,137,28
756,1335,137,28
757,1335,137,28
758,1334,137,29
759,1334,137,29
760,1334,137,29
761,1334,136,30
762,1334,135,31
763,1334,134,32
764,1334,134,32
765,1334,134,32
766,1333,135,32
767,1333,134,33
768,1332,135,33
769,1332,135,33
770,1332,134,34
771,1332,134,34
772,1332,134,34
773,1332,134,34
774,1332,134,34
775,1332,134,34
776,1332,134,34
777,1332,134,34
778,1332,134,34
779,1332,134,34
780,1332,134,34
781,1331,134,35
782,1330,135,35
783,1330,135,35
784,1328,137,35
785,1328,137,35
786,1328,137,35
787,1328,137,35
788,1328,137,35
789,1326,139,35
790,1324,141,35
791,1323,141,36
792,1323,141,36
793,1323,141,36
794,1323,141,36
795,1323,141,36
796,1323,139,38
797,1323,139,38
798,1323,139,38
799,1322,140,38
800,1322,140,38
801,1322,139,39
802,1322,139,39
803,1322,139,39
804,1322,139,39
805,1322,139,39
806,1322,138,40
807,1322,138,40
808,1320,140,40
809,1320,140,40
810,1320,140,40
811,1320,140,40
812,1320,140,40
813,1319,141,40
814,1319,141,40
815,1319,141,40
816,1319,140,41
817,1319,140,41
818,1318,140,42
819,1318,140,42
820,1318,140,42
821,1318,140,42
822,1318,140,42
823,1318,140,42
824,1317,139,44
825,1317,139,44
826,1316,140,44
827,1316,140,44
828,1316,140,44
829,1316,140,44
830,1316,140,44
831,1314,142,44
832,1314,141,45
833,1314,141,45
834,1314,141,45
835,1314,141,45
836,1313,142,45
837,1313,141,46
838,1312,142,46
839,1312,141,47
840,1312,141,47
841,1311,141,48
842,1311,141,48
843,1311,141,48
844,1311,141,48
845,1310,142,48
846,1308,144,48
847,1308,144,48
848,1308,144,48
849,1307,145,48
850,1306,145,49
851,1306,145,49
852,1306,145,49
853,1305,146,49
854,1304,147,49
855,1304,147,49
856,1304,147,49
857,1301,148,51
858,1301,147,52
859,1301,147,52
860,1300,147,53
861,1299,147,54
862,1299,147,54
863,1299,147,54
864,1299,147,54
865,1299,146,55
866,1298,147,55
867,1298,147,55
868,1297,148,55
869,1297,148,55
870,1296,149,55
871,1296,149,55
872,1296,148,56
873,1296,148,56
874,1296,148,56
875,1295,149,56
876,1295,149,56
877,1295,149,56
878,1293,151,56
879,1293,151,56
880,1293,151,56
881,1292,151,57
882,1291,151,58
883,1291,151,58
884,1291,151,58
885,1291,151,58
886,1291,151,58
887,1291,151,58
888,1291,151,58
889,1291,151,58
890,1291,151,58
891,1290,152,58
892,1290,152,58
893,1290,152,58
894,1290,152,58
895,1290,152,58
896,1288,154,58
897,1288,153,59
898,1287,154,59
899,1286,155,59
900,1286,154,60
901,1285,154,61
902,1284,155,61
903,1284,155,61
904,1283,156,61
905,1283,156,61
906,1283,155,62
907,1283,155,62
908,1282,155,63
909,1282,155,63
910,1282,154,64
911,1282,154,64
912,1281,153,66
913,1281,152,67
914,1281,152,67
915,1281,152,67
916,1281,152,67
917,1281,151,68
918,1281,151,68
919,1280,152,68
920,1280,151,69
921,1280,151,69
922,1280,151,69
923,1280,151,69
924,1280,151,69
925,1280,149,71
926,1278,151,71
927,1278,151,71
928,1278,151,71
929,1277,152,71
930,1277,152,71
931,1276,152,72
932,1275,153,72
933,1275,152,73
934,1275,152,73
935,1275,152,73
936,1275,151,74
937,1275,150,75
938,1273,152,75
939,1273,152,75
940,1272,152,76
941,1272,152,76
942,1272,151,77
943,1272,150,78
944,1272,150,78
945,1272,150,78
946,1272,149,79
947,1271,149,80
948,1271,148,81
949,1271,148,81
950,1271,147,82
951,1271,147,82
952,1270,148,82
953,1270,147,83
954,1270,147,83
955,1270,147,83
956,1270,147,83
957,1270,147,83
958,1270,147,83
959,1270,147,83
960,1270,146,84
961,1269,146,85
962,1269,146,85
963,1268,147,85
964,1267,148,85
965,1266,148,86
966,1266,148,86
967,1266,148,86
968,1266,148,86
969,1265,149,86
970,1265,149,86
971,1264,150,86
972,1263,151,86
973,1263,150,87
974,1263,150,87
975,1263,150,87
976,1261,152,87
977,1260,153,87
978,1260,153,87
979,1260,153,87
980,1260,153,87
981,1260,148,92
982,1260,148,92
983,1259,149,92
984,1259,148,93
985,1259,148,93
986,1259,148,93
987,1258,149,93
988,1258,149,93
989,1257,150,93
990,1257,148,95
991,1257,148,95
992,1257,148,95
993,1257,148,95
994,1257,148,95
995,1257,148,95
996,1256,149,95
997,1256,148,96
998,1256,148,96
999,1256,148,96
1000,1256,148,96
1001,1256,147,97
1002,1256,147,97
1003,1256,147,97
1004,1256,146,98
1005,1256,145,99
1006,1256,145,99
1007,1256,144,100
1008,1256,144,100
1009,1256,144,100
1010,1256,144,100
1011,1256,144,100
1012,1256,143,101
1013,1256,143,101
1014,1256,142,102
1015,1256,142,102
1016,1256,142,102
1017,1256,142,102
1018,1255,141,104
1019,1254,141,105
1020,1254,141,105
1021,1254,139,107
1022,1254,139,107
1023,1254,139,107
1024,1253,140,107
1025,1253,140,107
1026,1252,140,108
1027,1252,139,109
1028,1252,138,110
1029,1252,137,111
1030,1252,137,111
1031,1251,138,111
1032,1251,138,111
1033,1251,138,111
1034,1250,139,111
1035,1250,138,112
1036,1250,138,112
1037,1250,138,112
1038,1250,138,112
1039,1250,138,112
1040,1250,136,114
1041,1250,136,114
1042,1249,137,114
1043,1249,137,114
1044,1249,137,114
1045,1249,137,114
1046,1249,137,114
1047,1249,137,114
1048,1249,136,115
1049,1249,136,115
1050,1249,135,116
1051,1249,135,116
1052,1249,134,117
1053,1249,134,117
1054,1248,134,118
1055,1248,134,118
1056,1248,133,119
1057,1248,132,120
1058,1247,133,120
1059,1247,133,120
1060,1247,133,120
1061,1247,133,120
1062,1247,133,120
1063,1246,134,120
1064,1245,135,120
1065,1245,135,120
1066,1245,135,120
1067,1245,134,121
1068,1245,134,121
1069,1245,134,121
1070,1245,134,121
1071,1244,135,121
1072,1243,136,121
1073,1243,136,121
1074,1243,136,121
1075,1242,137,121
1076,1242,135,123
1077,1242,135,123
1078,1242,135,123
1079,1242,134,124
1080,1242,134,124
1081,1242,134,124
1082,1241,135,124
1083,1241,135,124
1084,1241,134,125
1085,1240,135,125
1086,1240,135,125
1087,1239,136,125
1088,1238,136,126
1089,1238,134,128
1090,1238,134,128
1091,1238,134,128
1092,1238,134,128
1093,1238,134,128
1094,1238,134,128
1095,1237,133,130
1096,1237,133,130
1097,1237,133,130
1098,1237,132,131
1099,1237,132,131
1100,1237,132,131
1101,1237,132,131
1102,1237,131,132
1103,1237,131,132
1104,1237,131,132
1105,1236,131,133
1106,1235,131,134
1107,1235,130,135
1108,1235,130,135
1109,1235,130,135
1110,1235,130,135
1111,1235,130,135
1112,1235,129,136
1113,1235,129,136
1114,1235,129,136
1115,1235,129,136
1116,1235,129,136
1117,1235,129,136
1118,1235,128,137
1119,1235,128,137
1120,1235,128,137
1121,1234,129,137
1122,1234,128,138
1123,1234,128,138
1124,1234,128,138
1125,1234,127,139
1126,1234,127,139
1127,1234,127,139
1128,1234,127,139
1129,1233,128,139
1130,1233,128,139
1131,1233,128,139
1132,1232,129,139
1133,1231,129,140
1134,1231,129,140
1135,1230,129,141
1136,1230,129,141
1137,1230,129,141
1138,1230,129,141
1139,1230,129,141
1140,1230,128,142
1141,1229,129,142
1142,1228,130,142
1143,1227,131,142
1144,1227,131,142
1145,1227,131,142
1146,1227,131,142
1147,1227,131,142
1148,1226,132,142
1149,1226,132,142
1150,1226,132,142
1151,1225,133,142
1152,1224,134,142
1153,1223,135,142
1154,1223,134,143
1155,1221,136,143
1156,1220,137,143
1157,1219,138,143
1158,1219,137,144
1159,1219,137,144
1160,1218,138,144
1161,1218,138,144
1162,1217,139,144
1163,1217,138,145
1164,1215,140,145
1165,1215,140,145
1166,1215,140,145
1167,1215,140,145
1168,1215,140,145
1169,1214,141,145
1170,1214,141,145
1171,1213,142,145
1172,1213,142,145
1173,1212,143,145
1174,1212,142,146
1175,1211,143,146
1176,1209,145,146
1177,1209,145,146
1178,1209,145,146
1179,1209,145,146
1180,1208,146,146
1181,1208,146,146
1182,1207,147,146
1183,1206,148,146
1184,1206,148,146
1185,1205,149,146
1186,1204,150,146
1187,1203,151,146
1188,1200,154,146
1189,1200,153,147
1190,1200,153,147
1191,1200,153,147
1192,1200,152,148
1193,1200,152,148
1194,1200,151,149
1195,1200,151,149
1196,1200,151,149
1197,1200,150,150
1198,1200,150,150
1199,1200,150,150
1200,1198,152,150
1201,1197,153,150
1202,1197,153,150
1203,1197,152,151
1204,1197,152,151
1205,1197,151,152
1206,1197,151,152
1207,1196,151,153
1208,1196,151,153
1209,1196,151,153
1210,1196,150,154
1211,1194,152,154
1212,1194,152,154
1213,1194,152,154
1214,1194,152,154
1215,1193,153,154
1216,1193,153,154
1217,1193,152,155
1218,1193,152,155
1219,1193,152,155
1220,1193,152,155
1221,1192,152,156
1222,1192,152,156
1223,1192,152,156
1224,1192,152,156
1225,1192,151,157
1226,1192,151,157
1227,1192,150,158
1228,1192,150,158
1229,1191,151,158
1230,1191,151,158
1231,1191,151,158
1232,1191,149,160
1233,1191,149,160
1234,1190,150,160
1235,1190,149,161
1236,1189,150,161
1237,1189,150,161
1238,1189,150,161
1239,1189,149,162
1240,1189,149,162
1241,1189,149,162
1242,1188,149,163
1243,1188,149,163
1244,1188,149,163
1245,1187,150,163
1246,1187,150,163
1247,1184,153,163
1248,1184,153,163
1249,1184,153,163
1250,1184,153,163
1251,1183,153,164
1252,1181,155,164
1253,1181,154,165
1254,1181,154,165
1255,1180,155,165
1256,1179,156,165
1257,1178,157,165
1258,1178,156,166
1259,1178,156,166
1260,1178,156,166
1261,1177,157,166
1262,1175,159,166
1263,1175,159,166
1264,1175,159,166
1265,1175,159,166
1266,1174,159,167
1267,1173,160,167
1268,1173,159,168
1269,1173,159,168
1270,1172,160,168
1271,1172,160,168
1272,1171,161,168
1273,1171,161,168
1274,1171,161,168
1275,1171,161,168
1276,1171,161,168
1277,1171,161,168
1278,1170,162,168
1279,1170,162,168
1280,1170,162,168
1281,1170,161,169
1282,1170,160,170
1283,1168,160,172
1284,1168,160,172
1285,1168,160,172
1286,1167,161,172
1287,1166,162,172
1288,1166,161,173
1289,1165,161,174
1290,1165,159,176
1291,1165,158,177
1292,1165,158,177
1293,1165,158,177
1294,1165,158,177
1295,1164,159,177
1296,1164,159,177
1297,1164,159,177
1298,1164,158,178
1299,1163,159,178
1300,1163,159,178
1301,1162,160,178
1302,1162,160,178
1303,1162,160,178
1304,1162,160,178
1305,1162,160,178
1306,1162,160,178
1307,1162,160,178
1308,1162,158,180
1309,1162,158,180
1310,1161,159,180
1311,1161,159,180
1312,1161,159,180
1313,1160,159,181
1314,1160,159,181
1315,1160,159,181
1316,1160,159,181
1317,1160,159,181
1318,1160,158,182
1319,1160,158,182
1320,1160,158,182
1321,1160,158,182
1322,1160,158,182
1323,1160,158,182
1324,1160,157,183
1325,1159,157,184
1326,1159,157,184
1327,1159,157,184
1328,1158,158,184
1329,1157,159,184
1330,1156,160,184
1331,1156,158,186
1332,1156,158,186
1333,1156,158,186
1334,1154,160,186
1335,1153,160,187
1336,1153,160,187
1337,1153,160,187
1338,1153,159,188
1339,1152,160,188
1340,1151,161,188
1341,1149,162,189
1342,1149,162,189
1343,1149,162,189
1344,1149,162,189
1345,1148,160,192
1346,1148,160,192
1347,1148,160,192
1348,1148,160,192
1349,1147,160,193
1350,1144,162,194
1351,1144,162,194
1352,1144,162,194
1353,1144,161,195
1354,1144,160,196
1355,1144,160,196
1356,1144,160,196
1357,1141,160,199
1358,1140,161,199
1359,1139,162,199
1360,1139,160,201
1361,1137,162,201
1362,1136,163,201
1363,1136,163,201
1364,1136,163,201
1365,1136,163,201
1366,1136,162,202
1367,1136,162,202
1368,1135,162,203
1369,1134,163,203
1370,1134,162,204
1371,1133,163,204
1372,1132,164,204
1373,1131,165,204
1374,1129,166,205
1375,1129,166,205
1376,1129,166,205
1377,1127,168,205
1378,1127,166,207
1379,1127,166,207
1380,1127,165,208
1381,1127,165,208
1382,1127,164,209
1383,1127,164,209
1384,1126,165,209
1385,1125,166,209
1386,1125,166,209
1387,1123,168,209
1388,1123,168,209
1389,1123,168,209
1390,1123,168,209
1391,1123,167,210
1392,1123,167,210
1393,1123,167,210
1394,1123,167,210
1395,1122,168,210
1396,1122,166,212
1397,1120,167,213
1398,1119,168,213
1399,1119,167,214
1400,1119,167,214
1401,1118,166,216
1402,1118,166,216
1403,1117,167,216
1404,1117,166,217
1405,1115,168,217
1406,1115,168,217
1407,1114,169,217
1408,1113,169,218
1409,1113,169,218
1410,1112,170,218
1411,1112,170,218
1412,1112,169,219
1413,1111,170,219
1414,1111,170,219
1415,1111,170,219
1416,1111,170,219
1417,1109,172,219
1418,1109,172,219
1419,1107,173,220
1420,1107,173,220
1421,1107,173,220
1422,1107,173,220
1423,1107,173,220
1424,1106,174,220
1425,1106,174,220
1426,1104,174,222
1427,1103,175,222
1428,1103,175,222
1429,1103,174,223
1430,1103,174,223
1431,1103,173,224
1432,1102,173,225
1433,1102,173,225
1434,1102,173,225
1435,1102,173,225
1436,1102,173,225
1437,1101,174,225
1438,1100,173,227
1439,1100,173,227
1440,1100,172,228
1441,1100,172,228
1442,1099,173,228
1443,1099,173,228
1444,1099,173,228
1445,1098,174,228
1446,1098,174,228
1447,1097,174,229
1448,1095,176,229
1449,1095,176,229
1450,1095,176,229
1451,1095,176,229
1452,1095,175,230
1453,1095,175,230
1454,1095,175,230
1455,1092,178,230
1456,1092,178,230
1457,1092,178,230
1458,1092,178,230
1459,1092,178,230
1460,1092,177,231
1461,1092,177,231
1462,1092,177,231
1463,1092,176,232
1464,1092,175,233
1465,1092,174,234
1466,1092,174,234
1467,1091,175,234
1468,1090,176,234
1469,1090,175,235
1470,1090,174,236
1471,1090,174,236
1472,1090,173,237
1473,1090,173,237
1474,1090,173,237
1475,1089,174,237
1476,1088,173,239
1477,1088,172,240
1478,1087,173,240
1479,1087,173,240
1480,1087,173,240
1481,1086,174,240
1482,1086,173,241
1483,1085,174,241
1484,1085,174,241
1485,1085,174,241
1486,1085,174,241
1487,1085,173,242
1488,1085,173,242
1489,1085,172,243
1490,1084,173,243
1491,1084,173,243
1492,1084,173,243
1493,1083,174,243
1494,1083,174,243
1495,1083,173,244
1496,1083,173,244
